GWNO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,NOTES,FATALITIES
475,89NIG,64346,21/07/1997,1997,1,Battle-No change of territory,Beletiama Communal Militia (Nigeria),,4,Liama Communal Militia (Nigeria),,4,44,Nigeria,Bayelsa,Brass,,Beletiama,4.28743,6.20024,1,Reuters News,Clashes erupted between two Bayelsa state villages when a customer purchased an amount of alcohol then killed the seller.,1
475,90NIG,64347,25/07/1997,1997,1,Battle-No change of territory,Muslim Militia (Nigeria),,4,Police Forces of Nigeria (1993-1999),,1,14,Nigeria,Kaduna,Kaduna North,,Kaduna,10.52224,7.43828,1,Daily Times,One is dead when Islamic extremists clash with police in Kaduna.,1
475,91NIG,64348,26/07/1997,1997,1,Riots/Protests,Rioters (Nigeria),,5,,,0,50,Nigeria,Ogun,Egbado South,,Ilaro,6.88653,3.02050,1,Reuters News,Two drivers and one student die in a riot over the increase fares of bus prices. Included in the damage several burned buildings and automobiles.,3
475,92NIG,64349,30/07/1997,1997,1,Riots/Protests,Protesters (Nigeria),NANS: National Association of Nigerian Students,6,,,0,60,Nigeria,Oyo,Ibadan North West,,Ibadan,7.38778,3.89639,1,Radio Kudirat Nigeria,"About 3,000 students under the auspices of the National Association of Nigerian Students, NANS protested against Abachas bid to remain in office",0
475,93NIG,64350,06/08/1997,1997,1,Battle-No change of territory,Unidentified Armed Group (Nigeria),,3,Police Forces of Nigeria (1993-1999),,1,13,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,Daily Times,Armed robbers kill a divisional police officer in Lagos and snatch his car.,1
475,94NIG,64351,11/08/1997,1997,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Rivers,Port Harcourt,,Port Harcourt,4.77742,7.01340,1,Washington Office on Africa; Project Underground,20 prisoners in Ogoni begin a hunger strike calling for international solidarity with their continued imprisonment without trial and their cause - shell Oils destruction of the Ogoni homeland,0
475,95NIG,64352,16/08/1997,1997,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Bayelsa,Ekeremor,,Aleibri,5.06985,5.87175,1,Reuters News,,0
475,96NIG,64353,16/08/1997,1997,2,Battle-No change of territory,Ife Ethnic Militia (Nigeria),,4,Modakeke Ethnic Militia (Nigeria),,4,44,Nigeria,Osun,Ife East,,Ife-Ife,7.46667,4.56667,2,Reuters News,,0
475,97NIG,64354,16/08/1997,1997,2,Battle-No change of territory,Modakeke Ethnic Militia (Nigeria),,4,Oke-Ogbo Communal Militia (Nigeria),,4,44,Nigeria,Osun,Irewole,,Modakeke,7.38333,4.26667,1,Reuters News,Three are killed and sixty hurt during a clash between two villages over the relocation of a local government headquarters.,3
475,98NIG,64355,16/08/1997,1997,1,Remote violence,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,Agence France Presse,A large bomb was placed at the center of a large market in Lagos but defused,0
475,99NIG,64356,18/08/1997,1997,1,Battle-No change of territory,Ife Ethnic Militia (Nigeria),,4,Modakeke Ethnic Militia (Nigeria),,4,44,Nigeria,Osun,Ife East,,Ife-Ife,7.46667,4.56667,1,Agence France Presse,some people were burnt alive during ethnic clashes in Ife and Modakeke,5
475,100NIG,64357,18/08/1997,1997,1,Battle-No change of territory,Ife Ethnic Militia (Nigeria),,4,Modakeke Ethnic Militia (Nigeria),,4,44,Nigeria,Osun,Irewole,,Modakeke,7.38333,4.26667,1,Agence France Presse,some people were burnt alive during ethnic clashes in Ife and Modakeke,5
475,101NIG,64358,19/08/1997,1997,1,Battle-No change of territory,Ife Ethnic Militia (Nigeria),,4,Modakeke Ethnic Militia (Nigeria),,4,44,Nigeria,Osun,Ife East,,Ife-Ife,7.46667,4.56667,2,PanAfrican News Agency,ethnic violence in Ife spreads to nearby villages as the death toll increases,10
475,102NIG,64359,24/08/1997,1997,1,Riots/Protests,Rioters (Nigeria),Kokori Ethnic Group (Nigeria),5,,,0,50,Nigeria,Delta,Ethiope East,,Kokori,5.63122,6.03507,1,The Guardian,A group of Kokori people have begun a protest over the activities of Royal/Dutch Shell in the region. The villagers allege the oil company has been drilling in the area for the past 39 years and has failed to pay local people reasonable compensation.,0
475,103NIG,64360,24/08/1997,1997,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,Reuters News,Nigerian pro-democracy campaigners who hoped to turn presidential contender Moshood Abiolas 60th birthday into an anti-military protest were locked out of his presidential palace by his family.,0
475,104NIG,64361,25/08/1997,1997,1,Battle-No change of territory,Ife Ethnic Militia (Nigeria),,4,Modakeke Ethnic Militia (Nigeria),,4,44,Nigeria,Osun,Osogbo,,Osogbo,7.76667,4.56667,3,This Day (Nigeria),Six villages burn due to the ongoing ethnic clashes which begun at Ife.,0
475,105NIG,64362,26/08/1997,1997,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Kaduna,Kaduna North,,Kaduna,10.52224,7.43828,1,The Guardian,Students of government schools launch street protests over non-payment of the wages of their teachers.,0
475,106NIG,64363,30/08/1997,1997,2,Battle-No change of territory,Ife Ethnic Militia (Nigeria),,4,Modakeke Ethnic Militia (Nigeria),,4,44,Nigeria,Osun,Ife East,,Ife-Ife,7.46667,4.56667,2,Agence France Presse,"4 killed and many injured in renewed ethnic fighting over the weekend which included an alleged attack on the Modakeke King in Arokomo village, Osun state",4
475,107NIG,64364,02/09/1997,1997,1,Remote violence,Unidentified Armed Group (Nigeria),,3,Military Forces of Nigeria (1993-1999),,1,13,Nigeria,Ekiti,Ado Ekiti,,Ado-Ekiti,7.62100,5.22150,1,Reuters News,Eight are injured including children due to a bomb blast aimed at the convoy of the military governor of Ekiti State.,0
475,108NIG,64365,04/09/1997,1997,1,Battle-No change of territory,Campus Cult Militia,,3,Campus Cult Militia,,3,33,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,PanAfrican News Agency,One student shot and killed in a clash between cult groups at the Unigersity of Lagos,1
475,109NIG,64366,05/09/1997,1997,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Ekiti,Ado Ekiti,,Ado-Ekiti,7.62100,5.22150,1,Radio Nigeria,Rally to demonstrate support for the administration of Lt-Col Mohamed Bawah and to denounce the recent bomb blast in Ado-Ekiti,0
475,110NIG,64367,05/09/1997,1997,1,Remote violence,Unidentified Armed Group (Nigeria),,3,Military Forces of Nigeria (1993-1999),,1,13,Nigeria,Lagos,Lagos Mainland,,Yaba,6.49789,3.38292,1,BBC Monitoring Service,An unknown group ignites a bomb by an Army barracks injuring several.,0
475,111NIG,64368,06/09/1997,1997,1,Battle-No change of territory,Campus Cult Militia,,3,Campus Cult Militia,,3,33,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,PanAfrican News Agency,Another student killed in a clash between cult groups at the Unigersity of Lagos,1
475,112NIG,64369,12/09/1997,1997,1,Violence against civilians,Militia (Oil Workers),,3,Civilians (Nigeria),,7,37,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.83333,6.00000,2,Agence France Presse,Protesting oil workers hold international staff hostage and occupy a rig being used by Mobil Corp off the southeast Nigerian coast.,0
475,113NIG,64370,13/09/1997,1997,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.83333,6.00000,2,Daily Times,Protesting oil workers occupy rig being used by Mobil Corp off the southeast Nigerian coast.,0
475,114NIG,64371,14/09/1997,1997,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,This Day (Nigeria),Robbers attack and wound the mother of Nigerias Communications Minister Major-General Tajudeen Olanrewaju at their Lagos home.,0
475,115NIG,64372,18/09/1997,1997,1,Riots/Protests,Protesters (Nigeria),Muslim Group (Nigeria),6,,,0,60,Nigeria,Kaduna,Kaduna North,,Kaduna,10.52224,7.43828,1,Reuters News,"Gangs of Moslem youths paraded through the streets of a northern Nigerian city on Wednesday in protest over an eclipse of the moon saying it was caused by """"sins of infidels.""""""",0
475,116NIG,64373,18/09/1997,1997,1,Strategic development,Police Forces of Nigeria (1993-1999),,1,Civilians (Nigeria),Civilians (International); NADECO: National Democratic Coalition Militia,7,17,Nigeria,Lagos,Surulere,,Surulere,6.51437,3.35836,1,Agence France Presse,Police raid and break up a party hosted by NADECO leader with pro-democracy and human rights groups for the US Ambassador,0
475,117NIG,64374,21/09/1997,1997,1,Violence against civilians,Police Forces of Nigeria (1993-1999),,1,Civilians (Nigeria),,7,17,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,Reuters News,Police forcibly stop a party in honor of a detained human rights campaigner Frederick Fasehun.,0
475,118NIG,64375,23/09/1997,1997,2,Battle-No change of territory,Ife Ethnic Militia (Nigeria),,4,Modakeke Ethnic Militia (Nigeria),,4,44,Nigeria,Osun,Ife East,,Ife-Ife,7.46667,4.56667,2,Reuters News,Thirty in a span of three days are killed in a renewed ethnic clash between the Ife and Moadakeke peoples over the relocation of a government office in the region.,30
475,119NIG,64376,24/09/1997,1997,1,Remote violence,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Ondo,Akure South,,Akure,7.25256,5.19312,1,Radio Nigeria,Bomb explodes at Reconciliation Committee chairmans home,0
475,120NIG,64377,28/09/1997,1997,1,Battle-No change of territory,Ijaw Ethnic Militia (Nigeria),,4,Police Forces of Nigeria (1993-1999),,1,14,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,Reuters News,Police arrest 25 Ijaw militants for destructive activities.,0
475,121NIG,64378,29/09/1997,1997,1,Remote violence,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Rivers,Port Harcourt,,Port Harcourt,4.77742,7.01340,1,Daily Times,A group cause an explosion at a power station in Port Harcourt which kills six workers.,6
475,122NIG,64379,14/10/1997,1997,1,Violence against civilians,Ogbogo Communal Militia (Nigeria),Emadja Communal Militia (Nigeria),4,Civilians (Nigeria),,7,47,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,Reuters News,Allied militant villagers forcibly stop operation aboard an oil rig when they chase away its operators.,0
475,123NIG,64380,17/10/1997,1997,1,Strategic development,Gelegele Communal Militia (Nigeria),,4,,,0,40,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,Reuters News,Militants from Gelegele force an oil company to stop production in the area.,0
475,124NIG,64381,22/10/1997,1997,2,Battle-No change of territory,Kuteb Ethnic Militia (Nigeria),,4,Chamba Ethnic Militia (Nigeria),,4,44,Nigeria,Taraba,Jalingo,,Jalingo,8.88333,11.36667,3,Xinhua News,"seven killed and seven houses razed in communal violence between the Jukun, Chamba and Kutep communities after the removal of of elected local council officials",7
475,125NIG,64382,22/10/1997,1997,2,Battle-No change of territory,Kuteb Ethnic Militia (Nigeria),,4,Jukun Ethnic Militia (Nigeria),,4,44,Nigeria,Taraba,Jalingo,,Jalingo,8.88333,11.36667,3,Xinhua News,"seven killed and seven houses razed in communal violence between the Jukun, Chamba and Kutep communities after the removal of of elected local council officials",7
475,126NIG,64383,29/10/1997,1997,1,Violence against civilians,Police Forces of Nigeria (1993-1999),,1,Civilians (Nigeria),,7,17,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,Reuters News,Moshood Abiola a pro-democracy magazine editor has beaten and arrested by police in the Ikeja district of Lagos.,0
475,127NIG,64384,30/10/1997,1997,2,Riots/Protests,Rioters (Nigeria),,5,,,0,50,Nigeria,Taraba,Jalingo,,Jalingo,8.88333,11.36667,1,BBC Monitoring Service,Ten people died in a riot that was in response to the military governors dissolution of local government councils in the state and relocated all Kutaf ethnic villages.,10
475,128NIG,64385,05/11/1997,1997,1,Battle-No change of territory,Ijaw Ethnic Militia (Nigeria),,4,Itsekiri Ethnic Militia (Nigeria),,4,44,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,BBC Monitoring Service,Ijaws take revenge on a previous Itsekiri attack killing 10 of them.,10
475,129NIG,64386,05/11/1997,1997,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Bayelsa,Nembe,,Nembe Creek,4.53333,6.38333,1,Reuters News,Fresh fighting in Nigerias oil producing Niger delta has forced oil giant Royal Dutch Shell Group to cut Nigerian oil output by more than 10 percent. This follows an attack by armed youths on the Nembe Creek Oil facility.,0
475,130NIG,64387,06/11/1997,1997,1,Battle-No change of territory,Unidentified Armed Group (Nigeria),,3,Police Forces of Nigeria (1993-1999),,1,13,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,Daily Times,A group of armed robbers kill four police officers in Lagos.,4
475,131NIG,64388,08/11/1997,1997,1,Battle-No change of territory,Ijaw Ethnic Militia (Nigeria),,4,Itsekiri Ethnic Militia (Nigeria),,4,44,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,Reuters News,"A group of Ijaws have vandalized a oil flow station in Warri during ethnic clashes with the Itsekiri""",0
475,132NIG,64389,09/11/1997,1997,1,Battle-No change of territory,Modakeke Ethnic Militia (Nigeria),,4,Ife Ethnic Militia (Nigeria),,4,44,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,2,The National Concord,12 dead and 10 injured in renewed fighting between Ife and Modakeke communities,12
475,133NIG,64390,10/11/1997,1997,1,Battle-No change of territory,Unidentified Armed Group (Nigeria),,3,Police Forces of Nigeria (1993-1999),,1,13,Nigeria,Ondo,Akure South,,Akure,7.25256,5.19312,1,Daily Times,A police officer was shot and killed by armed robbers in Akure.,1
475,134NIG,64391,12/11/1997,1997,1,Violence against civilians,Ekakpamre Communal Militia (Nigeria),,4,Civilians (Nigeria),,7,47,Nigeria,Delta,Ughelli South,,Ekakpamre,5.51721,5.90572,1,Reuters News,"Ekakpamre Communal Militia carried out their earlier threat of forced closure of the Ughelli West flow station. The community demands an improved access road and a share of 19000 bpd output that is typical of the station. """,0
475,135NIG,64392,15/11/1997,1997,2,Battle-No change of territory,Bassa Ethnic Militia (Nigeria),,4,Ebira Ethnic Militia (Nigeria),,4,44,Nigeria,Nasarawa,Lafia,,Lafia,8.48333,8.51667,2,Reuters News; New Agency of Nigeria,24 are dead in a tribal conflict involving machetes; other sources reported the use of sophisiticated weapons suggesting mercenary involvement,24
475,136NIG,64393,28/11/1997,1997,2,Riots/Protests,Rioters (Nigeria),Students (Nigeria),5,Police Forces of Nigeria (1993-1999),,1,15,Nigeria,Oyo,Ibadan North West,,Ibadan,7.38778,3.89639,1,Xinhua News,three students seriously wounded in a clash with police at the University of Ibadan. Police were preventing students from protesting the lack if water and electricity on campus,0
475,137NIG,64394,01/12/1997,1997,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,Agence France Presse,Nigerian employees of Elf Petroleum launched a two day strike in Lagos and Port Harcourtto protest working conditions,0
475,138NIG,64395,01/12/1997,1997,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Rivers,Port Harcourt,,Port Harcourt,4.77742,7.01340,1,Agence France Presse,Nigerian employees of Elf Petroleum launched a two day strike in Lagos and Port Harcourtto protest working conditions,0
475,139NIG,64396,02/12/1997,1997,1,Remote violence,NADECO: National Democratic Coalition Militia,,3,Civilians (Nigeria),,7,37,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,The Guardian,"An opposition group known as NADECO sets off several bombs in Lagos, no reported injuries or death. """,0
475,140NIG,64397,02/12/1997,1997,1,Remote violence,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,Reuters News,"A bomb packed with nails explodes as a military bus crosses an intersection wounding eight. """,0
475,141NIG,64398,04/12/1997,1997,1,Battle-No change of territory,Ijaw Ethnic Militia (Nigeria),,4,Ikpokpo Communal Militia (Nigeria),,4,44,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,Reuters News,44 people are killed when Ijaw members attack the people of Ikpokpo village over the recent relocation of a local government headquarters.,44
475,142NIG,64399,04/12/1997,1997,1,Battle-No change of territory,Ife Ethnic Militia (Nigeria),,4,Modakeke Ethnic Militia (Nigeria),,4,44,Nigeria,Osun,Ife East,,Ife-Ife,7.46667,4.56667,2,Agence France Presse,Several buildings were destroyed by fire in communal violence including the Ife monarchs estate,0
475,143NIG,64400,05/12/1997,1997,1,Battle-No change of territory,Ife Ethnic Militia (Nigeria),,4,Modakeke Ethnic Militia (Nigeria),,4,44,Nigeria,Osun,Ife East,,Ife-Ife,7.46667,4.56667,1,Xinhua News,"About 15 people feared dead in ethnic clashes in Osun over the past four days. Fighting continued Friday, preventing elections from going ahead",8
